product_name,purchase_date,review,rating,units_sold,region,product_category,net_profit
Coffee Maker,2021-09-28,Stopped working too soon.,5,212,South,Kitchen,8698.19
Wireless Mouse,2023-09-12,"Average product, does the job.",4,14,East,Accessories,295.46
Electric Kettle,2023-08-11,Excellent product!,3,219,South,Kitchen,6276.89
4K Action Camera,2023-12-26,Not worth the price.,3,23,East,Electronics,2004.04
Electric Kettle,2020-12-12,Stopped working too soon.,5,155,East,Kitchen,7455.31
Smartwatch,2020-02-06,Nothing special but acceptable.,1,16,East,Wearables,450.9
Wireless Mouse,2024-09-19,Amazing performance and value.,2,158,North,Accessories,2884.73
Laptop Stand,2021-05-26,"Average product, does the job.",1,189,West,Accessories,5203.3
Laptop Stand,2022-04-28,Not worth the price.,2,127,West,Accessories,1434.33
Laptop Stand,2021-06-18,Decent for the price.,3,286,North,Accessories,4987.63
Laptop Stand,2022-06-28,Stopped working too soon.,1,219,North,Accessories,6465.63
Laptop Stand,2022-02-11,"Average product, does the job.",5,47,East,Accessories,660.11
Electric Kettle,2024-09-25,"Loved it, will buy again.",1,203,South,Kitchen,9917.85
Electric Kettle,2021-10-25,"Great quality, very satisfied!",3,211,South,Kitchen,8514.59
Coffee Maker,2022-11-07,Bad experience overall.,4,155,South,Kitchen,3721.09
Air Purifier,2020-01-27,Very disappointing.,5,58,West,Home Goods,2355.04
Air Purifier,2021-06-19,Very disappointing.,1,268,South,Home Goods,18006.02
Smartwatch,2022-11-18,Nothing special but acceptable.,4,111,West,Wearables,4450.17
4K Action Camera,2024-08-01,It's okay.,1,192,West,Electronics,20347.24
Wireless Mouse,2022-10-04,Nothing special but acceptable.,2,174,West,Accessories,2488.28
Blender,2021-10-19,Bad experience overall.,2,265,East,Kitchen,8428.95
Coffee Maker,2024-07-16,Stopped working too soon.,5,35,South,Kitchen,1660.12
Coffee Maker,2021-10-01,"Loved it, will buy again.",2,222,North,Kitchen,4931.51
Laptop Stand,2023-02-14,Not worth the price.,4,117,South,Accessories,3108.81
Blender,2023-03-01,Not worth the price.,1,14,North,Kitchen,652.02
Electric Kettle,2023-08-05,Decent for the price.,3,24,North,Kitchen,588.13
Gaming Chair,2024-10-07,Works fine.,4,122,East,Furniture,6934.87
Electric Kettle,2023-06-13,Very disappointing.,4,175,West,Kitchen,8681.92
Smartwatch,2020-02-11,Very disappointing.,3,14,East,Wearables,680.29
Air Purifier,2023-03-29,Not worth the price.,3,71,North,Home Goods,3819.97
Air Purifier,2024-11-22,Excellent product!,3,228,East,Home Goods,10489.12
Gaming Chair,2024-09-10,Amazing performance and value.,1,174,West,Furniture,12450.51
Robot Vacuum,2023-02-22,It's okay.,3,63,South,Home Goods,3568.1
Coffee Maker,2023-07-07,Bad experience overall.,3,241,West,Kitchen,9948.84
Coffee Maker,2023-07-23,Not worth the price.,3,38,North,Kitchen,1889.29
Air Purifier,2020-07-31,"Average product, does the job.",4,217,East,Home Goods,13746.54
Smartwatch,2024-02-05,Not worth the price.,1,157,East,Wearables,8792.45
Smartwatch,2022-04-15,"Average product, does the job.",2,299,North,Wearables,10401.04
Laptop Stand,2021-12-02,Decent for the price.,1,278,North,Accessories,4173.81
Laptop Stand,2024-05-12,Decent for the price.,5,154,West,Accessories,2777.74
Gaming Chair,2023-12-25,Works fine.,5,36,South,Furniture,2074.51
Electric Kettle,2024-10-04,It's okay.,4,129,North,Kitchen,3883.23
Blender,2020-03-20,Highly recommend this!,5,261,South,Kitchen,10223.11
4K Action Camera,2022-08-12,Nothing special but acceptable.,5,283,North,Electronics,26929.75
Coffee Maker,2023-06-05,"Average product, does the job.",3,16,West,Kitchen,569.79
Blender,2022-06-20,Not worth the price.,3,250,East,Kitchen,9678.95
Laptop Stand,2023-01-23,Very disappointing.,1,190,South,Accessories,5327.08
Wireless Mouse,2021-02-27,It's okay.,5,108,North,Accessories,2055.52
Laptop Stand,2022-07-07,Decent for the price.,2,151,East,Accessories,3295.75
Robot Vacuum,2021-05-30,Excellent product!,4,102,North,Home Goods,5006.17
Wireless Mouse,2020-06-13,Works fine.,1,115,North,Accessories,1638.2
Electric Kettle,2023-12-20,Nothing special but acceptable.,3,211,West,Kitchen,10136.4
Robot Vacuum,2022-09-23,Not worth the price.,3,45,South,Home Goods,1923.54
Gaming Chair,2022-09-19,Decent for the price.,1,253,West,Furniture,12599.42
4K Action Camera,2022-06-11,Highly recommend this!,1,212,North,Electronics,21330.74
Coffee Maker,2022-10-12,Stopped working too soon.,5,288,South,Kitchen,9963.57
Laptop Stand,2022-12-01,"Loved it, will buy again.",5,161,North,Accessories,3829.84
Coffee Maker,2024-12-25,Very disappointing.,4,63,West,Kitchen,1816.38
Robot Vacuum,2022-01-10,Works fine.,2,203,North,Home Goods,13743.13
Air Purifier,2023-11-27,Nothing special but acceptable.,1,267,North,Home Goods,17811.34
Air Purifier,2022-01-24,Quality could be better.,1,101,South,Home Goods,6036.06
Wireless Mouse,2024-10-13,Amazing performance and value.,1,47,West,Accessories,928.23
Coffee Maker,2021-02-19,Decent for the price.,2,88,West,Kitchen,2388.61
Coffee Maker,2023-08-16,Bad experience overall.,3,96,South,Kitchen,4535.24
Smartwatch,2022-12-14,Quality could be better.,1,134,East,Wearables,4771.28
4K Action Camera,2020-12-01,Nothing special but acceptable.,2,120,West,Electronics,13160.18
Coffee Maker,2022-05-30,"Great quality, very satisfied!",5,273,South,Kitchen,9807.11
Wireless Mouse,2023-12-24,"Great quality, very satisfied!",5,257,East,Accessories,4293.65
Electric Kettle,2022-08-29,Stopped working too soon.,5,117,West,Kitchen,4356.82
Gaming Chair,2021-11-15,Amazing performance and value.,5,65,South,Furniture,4286.24
4K Action Camera,2024-12-17,Quality could be better.,4,96,South,Electronics,7093.64
Blender,2023-09-19,"Loved it, will buy again.",4,213,North,Kitchen,9738.5
Coffee Maker,2022-01-10,Decent for the price.,2,195,West,Kitchen,4194.9
Gaming Chair,2023-11-30,"Loved it, will buy again.",2,283,North,Furniture,21242.14
Air Purifier,2020-01-30,Quality could be better.,4,275,East,Home Goods,16244.12
Gaming Chair,2024-04-07,"Average product, does the job.",5,294,West,Furniture,13213.97
Laptop Stand,2024-03-20,Excellent product!,5,46,North,Accessories,937.96
Air Purifier,2021-07-28,Highly recommend this!,4,215,North,Home Goods,11395.21
Blender,2020-08-08,Stopped working too soon.,3,131,North,Kitchen,4756.62
Blender,2022-04-06,Decent for the price.,5,81,North,Kitchen,3987.0
Coffee Maker,2021-08-16,Very disappointing.,5,49,East,Kitchen,1878.37
Coffee Maker,2024-02-26,"Loved it, will buy again.",3,30,North,Kitchen,1269.85
Gaming Chair,2022-01-23,Not worth the price.,2,254,North,Furniture,18377.22
Smartwatch,2023-06-30,Nothing special but acceptable.,3,185,East,Wearables,9686.88
Smartwatch,2024-05-06,Decent for the price.,2,115,West,Wearables,6802.77
Coffee Maker,2023-09-06,Bad experience overall.,5,10,East,Kitchen,411.48
Robot Vacuum,2022-11-28,Highly recommend this!,3,86,North,Home Goods,3582.61
Smartwatch,2022-10-17,It's okay.,1,93,East,Wearables,5116.76
Coffee Maker,2024-01-28,Amazing performance and value.,4,147,North,Kitchen,4048.03
Coffee Maker,2024-11-29,Stopped working too soon.,5,170,North,Kitchen,7514.53
Wireless Mouse,2023-12-05,Quality could be better.,4,93,East,Accessories,2672.52
Gaming Chair,2023-12-06,Works fine.,1,161,North,Furniture,10111.54
Blender,2021-05-06,Amazing performance and value.,1,176,South,Kitchen,8423.74
Smartwatch,2021-03-13,Not worth the price.,1,172,North,Wearables,6171.92
Gaming Chair,2021-04-23,"Great quality, very satisfied!",4,249,East,Furniture,19327.75
Robot Vacuum,2022-02-21,Bad experience overall.,2,137,East,Home Goods,9370.94
Coffee Maker,2022-08-06,"Average product, does the job.",2,74,North,Kitchen,3554.19
Wireless Mouse,2022-10-04,Amazing performance and value.,4,266,South,Accessories,2900.96
Gaming Chair,2020-03-12,"Average product, does the job.",4,154,East,Furniture,14204.8
4K Action Camera,2021-08-04,It's okay.,3,56,West,Electronics,3159.53
Blender,2020-08-07,Very disappointing.,2,281,North,Kitchen,6118.8
Blender,2022-10-24,Highly recommend this!,4,205,South,Kitchen,9298.82
Robot Vacuum,2022-09-29,Decent for the price.,4,241,East,Home Goods,8954.57
Smartwatch,2020-10-16,"Great quality, very satisfied!",4,42,East,Wearables,1717.29
4K Action Camera,2021-01-14,Not worth the price.,4,217,North,Electronics,22207.19
Wireless Mouse,2022-03-14,It's okay.,4,295,South,Accessories,6622.89
Wireless Mouse,2023-10-10,It's okay.,5,194,North,Accessories,2197.2
Electric Kettle,2022-01-12,Amazing performance and value.,5,33,East,Kitchen,1371.76
Blender,2020-03-20,Stopped working too soon.,2,172,South,Kitchen,6519.87
Air Purifier,2020-03-06,Bad experience overall.,5,92,West,Home Goods,5085.4
Laptop Stand,2020-05-15,Stopped working too soon.,1,195,West,Accessories,4966.57
Smartwatch,2021-02-02,Amazing performance and value.,4,151,South,Wearables,5668.47
Robot Vacuum,2024-09-22,"Great quality, very satisfied!",4,237,North,Home Goods,14323.45
Wireless Mouse,2020-12-12,"Great quality, very satisfied!",5,215,East,Accessories,3054.46
Air Purifier,2020-02-28,"Great quality, very satisfied!",2,134,West,Home Goods,7844.93
Coffee Maker,2022-02-16,Quality could be better.,2,103,South,Kitchen,4147.06
Electric Kettle,2021-06-02,Amazing performance and value.,1,187,East,Kitchen,7155.64
Laptop Stand,2021-12-14,"Average product, does the job.",5,90,South,Accessories,2130.15
Air Purifier,2022-09-03,It's okay.,5,264,South,Home Goods,11865.21
Blender,2023-06-14,Quality could be better.,4,122,North,Kitchen,3298.82
Robot Vacuum,2024-12-08,"Great quality, very satisfied!",5,137,North,Home Goods,4457.22
Laptop Stand,2020-03-19,Works fine.,2,296,East,Accessories,7945.91
Gaming Chair,2024-04-30,Nothing special but acceptable.,2,117,North,Furniture,10088.88
Smartwatch,2024-11-13,Stopped working too soon.,2,106,South,Wearables,4637.79
Wireless Mouse,2024-12-28,"Great quality, very satisfied!",1,122,East,Accessories,3114.96
Gaming Chair,2024-08-22,"Loved it, will buy again.",5,82,South,Furniture,7039.85
Wireless Mouse,2020-04-24,It's okay.,5,232,West,Accessories,5663.14
4K Action Camera,2022-09-12,Decent for the price.,2,225,West,Electronics,26131.06
Coffee Maker,2024-01-25,"Great quality, very satisfied!",1,207,North,Kitchen,9898.04
Laptop Stand,2024-07-07,"Great quality, very satisfied!",5,218,East,Accessories,4062.13
Electric Kettle,2020-05-05,Excellent product!,2,214,West,Kitchen,6236.78
Electric Kettle,2024-06-13,Stopped working too soon.,4,206,South,Kitchen,9911.17
Blender,2021-07-26,Bad experience overall.,2,145,North,Kitchen,6929.93
Wireless Mouse,2022-08-22,Excellent product!,3,226,East,Accessories,6104.77
Air Purifier,2021-05-14,Decent for the price.,4,162,West,Home Goods,11116.14
Robot Vacuum,2022-04-08,Quality could be better.,5,298,East,Home Goods,12784.38
Blender,2023-01-30,Highly recommend this!,1,150,East,Kitchen,6868.63
Electric Kettle,2021-09-17,Excellent product!,2,62,South,Kitchen,1306.66
Robot Vacuum,2023-04-12,Decent for the price.,4,95,East,Home Goods,3961.1
Air Purifier,2021-03-27,"Loved it, will buy again.",2,197,North,Home Goods,9317.92
Coffee Maker,2023-01-20,Amazing performance and value.,4,160,North,Kitchen,6945.53
Coffee Maker,2024-09-14,Not worth the price.,1,139,East,Kitchen,4240.99
4K Action Camera,2021-01-19,Quality could be better.,1,236,West,Electronics,11815.31
Electric Kettle,2023-05-13,Amazing performance and value.,3,207,South,Kitchen,8784.37
Gaming Chair,2020-12-28,Nothing special but acceptable.,4,148,West,Furniture,11012.7
Robot Vacuum,2024-09-26,Very disappointing.,4,143,West,Home Goods,9206.14
Coffee Maker,2021-05-12,Amazing performance and value.,3,164,East,Kitchen,4577.77
Robot Vacuum,2021-06-20,Nothing special but acceptable.,2,183,North,Home Goods,6768.33
Wireless Mouse,2023-06-11,Decent for the price.,1,56,East,Accessories,1080.08
Electric Kettle,2020-01-16,Excellent product!,2,279,North,Kitchen,9355.17
Laptop Stand,2022-09-07,Very disappointing.,4,206,West,Accessories,3449.11
Coffee Maker,2023-03-10,Nothing special but acceptable.,5,16,West,Kitchen,719.47
Air Purifier,2021-09-11,Amazing performance and value.,3,88,South,Home Goods,4633.44
Electric Kettle,2023-12-14,Amazing performance and value.,4,116,North,Kitchen,5057.92
Robot Vacuum,2024-01-19,"Great quality, very satisfied!",1,29,East,Home Goods,1154.59
Laptop Stand,2020-10-26,"Average product, does the job.",3,290,West,Accessories,5987.32
Robot Vacuum,2020-12-04,"Average product, does the job.",1,103,South,Home Goods,6509.85
Laptop Stand,2020-10-29,Amazing performance and value.,2,186,North,Accessories,4274.89
Gaming Chair,2021-08-14,"Great quality, very satisfied!",1,83,North,Furniture,8091.43
Smartwatch,2020-03-16,Excellent product!,2,79,West,Wearables,4428.4
Wireless Mouse,2024-12-16,Amazing performance and value.,4,186,North,Accessories,3364.8
Electric Kettle,2022-07-02,Bad experience overall.,3,157,West,Kitchen,5675.5
Air Purifier,2022-02-18,"Average product, does the job.",2,237,North,Home Goods,15543.79
Robot Vacuum,2024-07-05,Nothing special but acceptable.,4,254,North,Home Goods,11210.59
Blender,2022-07-09,Works fine.,4,217,West,Kitchen,6785.0
Laptop Stand,2023-09-01,"Loved it, will buy again.",1,107,North,Accessories,2203.61
Wireless Mouse,2024-03-03,Stopped working too soon.,1,252,East,Accessories,5012.53
Electric Kettle,2023-01-03,Amazing performance and value.,4,131,South,Kitchen,4526.22
Wireless Mouse,2024-10-15,Very disappointing.,1,135,East,Accessories,3578.4
Robot Vacuum,2020-12-31,"Loved it, will buy again.",4,10,West,Home Goods,465.08
Smartwatch,2024-04-18,Very disappointing.,2,75,East,Wearables,1916.62
Wireless Mouse,2021-10-14,Nothing special but acceptable.,2,236,East,Accessories,6807.84
Smartwatch,2022-10-02,Not worth the price.,3,82,East,Wearables,2310.66
Blender,2024-08-28,"Average product, does the job.",2,91,South,Kitchen,2374.3
Blender,2021-01-30,Bad experience overall.,2,211,North,Kitchen,5241.45
Gaming Chair,2023-06-08,Stopped working too soon.,5,129,North,Furniture,9709.81
Coffee Maker,2022-03-14,Bad experience overall.,1,225,East,Kitchen,5148.29
Coffee Maker,2022-11-17,"Average product, does the job.",1,144,South,Kitchen,6643.58
Coffee Maker,2024-02-07,"Great quality, very satisfied!",4,16,North,Kitchen,379.43
4K Action Camera,2023-08-11,Decent for the price.,4,51,East,Electronics,4738.4
Blender,2022-04-24,Excellent product!,2,185,West,Kitchen,5368.96
Robot Vacuum,2023-12-21,"Great quality, very satisfied!",5,43,West,Home Goods,2558.92
Smartwatch,2022-05-21,Highly recommend this!,5,19,North,Wearables,495.14
Gaming Chair,2023-01-19,Amazing performance and value.,2,159,East,Furniture,11636.05
Gaming Chair,2020-04-24,Quality could be better.,2,272,North,Furniture,21555.88
Wireless Mouse,2023-03-28,Quality could be better.,4,33,North,Accessories,580.99
Coffee Maker,2023-07-05,Quality could be better.,3,247,South,Kitchen,6336.13
Wireless Mouse,2021-01-07,Not worth the price.,1,208,North,Accessories,2146.59
Coffee Maker,2022-04-29,Bad experience overall.,1,295,East,Kitchen,6922.43
Electric Kettle,2020-03-30,"Loved it, will buy again.",3,232,South,Kitchen,7266.6
Robot Vacuum,2022-01-26,Excellent product!,4,63,West,Home Goods,2735.88
Electric Kettle,2023-08-14,Not worth the price.,5,282,West,Kitchen,13522.82
Gaming Chair,2020-01-31,"Average product, does the job.",2,247,North,Furniture,11907.33
Wireless Mouse,2020-12-23,Excellent product!,1,232,North,Accessories,2623.05
Blender,2021-04-14,Excellent product!,4,197,South,Kitchen,4676.35
Robot Vacuum,2024-10-29,It's okay.,5,239,South,Home Goods,9016.7
Gaming Chair,2023-02-25,Not worth the price.,4,113,East,Furniture,8545.14
Gaming Chair,2024-12-10,Very disappointing.,1,149,East,Furniture,8910.33
Coffee Maker,2020-09-26,"Average product, does the job.",4,184,West,Kitchen,6156.35
Gaming Chair,2024-03-01,"Great quality, very satisfied!",3,293,South,Furniture,15420.03
Electric Kettle,2023-12-07,Works fine.,4,273,West,Kitchen,12191.12
Laptop Stand,2020-07-27,It's okay.,3,152,South,Accessories,1572.9
Blender,2021-11-20,Highly recommend this!,1,215,South,Kitchen,6643.88
Robot Vacuum,2023-08-22,"Average product, does the job.",5,57,South,Home Goods,2589.35
Electric Kettle,2023-04-29,Very disappointing.,5,117,East,Kitchen,4926.76
Electric Kettle,2023-10-12,Not worth the price.,3,139,West,Kitchen,5817.4
4K Action Camera,2021-04-01,Nothing special but acceptable.,1,167,West,Electronics,19554.06
Robot Vacuum,2021-03-24,Quality could be better.,4,15,West,Home Goods,878.73
Laptop Stand,2020-03-08,Highly recommend this!,2,62,West,Accessories,1708.15
Coffee Maker,2024-12-07,"Average product, does the job.",2,104,South,Kitchen,3800.43
Smartwatch,2024-12-10,Very disappointing.,5,120,North,Wearables,4780.82
Air Purifier,2022-05-23,"Great quality, very satisfied!",3,255,East,Home Goods,15505.36
Smartwatch,2021-04-11,"Loved it, will buy again.",1,222,South,Wearables,9316.27
Wireless Mouse,2023-10-15,"Great quality, very satisfied!",1,11,West,Accessories,267.48
Smartwatch,2023-11-11,Works fine.,4,214,South,Wearables,7704.04
Robot Vacuum,2020-05-07,"Average product, does the job.",4,261,West,Home Goods,15509.38
Coffee Maker,2024-12-04,Bad experience overall.,3,266,West,Kitchen,9447.43
Robot Vacuum,2022-01-02,Works fine.,1,74,South,Home Goods,2807.93
Laptop Stand,2024-11-12,Amazing performance and value.,4,117,North,Accessories,2839.05
Smartwatch,2024-02-17,Works fine.,1,40,West,Wearables,1425.29
Smartwatch,2023-06-21,Nothing special but acceptable.,5,157,West,Wearables,4696.28
4K Action Camera,2022-11-08,Excellent product!,4,109,West,Electronics,12490.54
Electric Kettle,2023-11-20,Stopped working too soon.,2,11,South,Kitchen,484.1
4K Action Camera,2024-08-17,"Average product, does the job.",2,230,North,Electronics,13115.43
Robot Vacuum,2023-06-06,Works fine.,5,265,West,Home Goods,8552.06
Coffee Maker,2021-01-02,Stopped working too soon.,2,238,South,Kitchen,11080.74
Wireless Mouse,2020-02-27,"Average product, does the job.",5,95,South,Accessories,1329.48
Blender,2023-07-28,It's okay.,3,40,North,Kitchen,1800.95
Gaming Chair,2021-07-10,Stopped working too soon.,1,17,East,Furniture,1120.89
Gaming Chair,2023-01-30,Nothing special but acceptable.,2,144,North,Furniture,10191.39
Blender,2020-02-17,Nothing special but acceptable.,5,126,South,Kitchen,3201.54
4K Action Camera,2021-07-15,"Average product, does the job.",3,72,West,Electronics,8621.04
Air Purifier,2021-08-15,"Great quality, very satisfied!",2,26,East,Home Goods,785.11
4K Action Camera,2022-03-22,Excellent product!,3,259,West,Electronics,28102.33
Blender,2020-02-28,Decent for the price.,3,43,East,Kitchen,1148.15
Electric Kettle,2020-06-09,Amazing performance and value.,3,90,East,Kitchen,2421.4
Smartwatch,2020-04-12,Amazing performance and value.,1,37,North,Wearables,1914.61
4K Action Camera,2022-04-25,It's okay.,1,32,East,Electronics,2292.77
Electric Kettle,2021-02-15,Amazing performance and value.,2,132,South,Kitchen,5512.0
Air Purifier,2022-02-24,Stopped working too soon.,5,231,East,Home Goods,9724.86
Blender,2020-07-01,Nothing special but acceptable.,5,205,North,Kitchen,6074.73
Coffee Maker,2021-02-20,"Loved it, will buy again.",4,232,South,Kitchen,9106.56
Blender,2023-02-13,Very disappointing.,1,201,South,Kitchen,5229.83
Coffee Maker,2021-02-02,"Average product, does the job.",4,51,East,Kitchen,2034.46
Blender,2022-08-14,Amazing performance and value.,1,117,West,Kitchen,2563.79
Wireless Mouse,2022-02-17,It's okay.,1,187,West,Accessories,2316.49
Smartwatch,2024-08-26,Works fine.,3,43,North,Wearables,2091.45
4K Action Camera,2021-10-16,Very disappointing.,4,247,North,Electronics,24105.42
Coffee Maker,2021-03-12,Quality could be better.,4,234,East,Kitchen,5742.03
Blender,2020-11-13,"Great quality, very satisfied!",1,131,North,Kitchen,3579.84
Laptop Stand,2021-08-28,Works fine.,3,196,North,Accessories,5498.76
4K Action Camera,2023-06-27,Nothing special but acceptable.,4,225,West,Electronics,23041.71
Air Purifier,2022-06-29,Bad experience overall.,2,138,West,Home Goods,4200.26
Blender,2024-01-10,"Average product, does the job.",1,174,South,Kitchen,4852.9
Blender,2021-05-11,"Great quality, very satisfied!",5,29,South,Kitchen,1130.33
Gaming Chair,2023-09-28,It's okay.,4,254,North,Furniture,12063.85
Robot Vacuum,2021-03-02,Nothing special but acceptable.,1,293,West,Home Goods,18843.24
4K Action Camera,2022-03-28,Works fine.,3,36,East,Electronics,3954.02
Electric Kettle,2022-10-19,Works fine.,3,209,West,Kitchen,10218.81
Laptop Stand,2020-08-27,Highly recommend this!,1,178,North,Accessories,2268.25
Blender,2022-12-18,Not worth the price.,3,235,North,Kitchen,7119.24
Coffee Maker,2024-03-30,"Loved it, will buy again.",2,123,North,Kitchen,5927.54
Laptop Stand,2022-03-07,Decent for the price.,3,41,North,Accessories,856.96
Smartwatch,2020-07-21,It's okay.,3,19,South,Wearables,887.04
Laptop Stand,2024-11-07,"Average product, does the job.",2,34,South,Accessories,436.59
Blender,2024-01-29,Amazing performance and value.,2,59,West,Kitchen,2609.14
Air Purifier,2023-08-12,Quality could be better.,1,51,East,Home Goods,2013.12
Gaming Chair,2020-10-13,Highly recommend this!,1,185,East,Furniture,8059.11
Blender,2020-03-13,Quality could be better.,2,277,South,Kitchen,8017.23
Smartwatch,2021-12-26,Works fine.,1,193,North,Wearables,7633.59
Electric Kettle,2024-03-26,Very disappointing.,1,205,South,Kitchen,6223.98
Robot Vacuum,2020-12-02,Works fine.,2,246,East,Home Goods,11953.38
Air Purifier,2024-10-26,Works fine.,4,217,West,Home Goods,8905.34
Coffee Maker,2023-09-03,"Average product, does the job.",5,142,East,Kitchen,3035.51
Air Purifier,2020-07-21,Nothing special but acceptable.,3,77,East,Home Goods,5369.12
Wireless Mouse,2020-08-18,Quality could be better.,2,87,North,Accessories,2479.41
4K Action Camera,2022-06-22,Bad experience overall.,2,117,West,Electronics,8945.71
Laptop Stand,2024-05-05,Excellent product!,4,142,South,Accessories,2137.11
Robot Vacuum,2022-12-16,Decent for the price.,5,29,North,Home Goods,1629.01
Smartwatch,2021-10-05,Very disappointing.,1,271,North,Wearables,14947.83
Robot Vacuum,2023-12-14,Excellent product!,2,123,East,Home Goods,7767.22
Wireless Mouse,2022-07-03,"Loved it, will buy again.",3,79,North,Accessories,1966.18
Blender,2020-10-06,"Average product, does the job.",1,91,East,Kitchen,4465.89
Laptop Stand,2022-03-19,Bad experience overall.,4,295,West,Accessories,4675.39
4K Action Camera,2023-08-21,Very disappointing.,5,77,North,Electronics,4976.67
Coffee Maker,2021-04-10,Bad experience overall.,3,203,North,Kitchen,8032.07
Air Purifier,2022-01-06,Excellent product!,1,291,West,Home Goods,14616.64
Coffee Maker,2023-04-12,Stopped working too soon.,4,181,West,Kitchen,5488.8
Blender,2022-03-14,It's okay.,3,215,West,Kitchen,5862.7
Coffee Maker,2020-09-22,Very disappointing.,5,180,North,Kitchen,8056.3
Laptop Stand,2020-09-03,Stopped working too soon.,4,149,North,Accessories,1870.54
Air Purifier,2020-03-18,Decent for the price.,5,129,North,Home Goods,4875.42
Electric Kettle,2024-07-28,Bad experience overall.,5,222,North,Kitchen,5404.95
Air Purifier,2024-08-02,Bad experience overall.,3,53,South,Home Goods,3003.7
Robot Vacuum,2022-05-03,Amazing performance and value.,3,171,West,Home Goods,11357.9
Electric Kettle,2020-09-09,Amazing performance and value.,1,138,South,Kitchen,2995.91
Gaming Chair,2021-04-19,Excellent product!,1,79,West,Furniture,5436.37
Laptop Stand,2020-06-24,Stopped working too soon.,4,292,East,Accessories,7060.55
Robot Vacuum,2023-12-15,Decent for the price.,4,232,East,Home Goods,9851.28
4K Action Camera,2022-08-28,"Great quality, very satisfied!",1,205,West,Electronics,11365.05
Electric Kettle,2024-05-14,"Average product, does the job.",4,37,West,Kitchen,1140.63
Laptop Stand,2024-01-24,Decent for the price.,1,87,East,Accessories,2346.22
Electric Kettle,2020-09-10,Bad experience overall.,3,39,South,Kitchen,1331.66
Air Purifier,2024-03-23,Nothing special but acceptable.,1,65,South,Home Goods,2135.06
Gaming Chair,2022-06-21,Amazing performance and value.,2,251,West,Furniture,10603.13
Blender,2020-04-16,Quality could be better.,3,198,West,Kitchen,6159.71
Laptop Stand,2023-04-09,Not worth the price.,1,16,North,Accessories,242.49
Blender,2020-02-27,Quality could be better.,1,282,North,Kitchen,6390.42
Wireless Mouse,2023-09-22,Nothing special but acceptable.,5,98,South,Accessories,2101.38
4K Action Camera,2023-09-27,Works fine.,5,59,North,Electronics,3845.37
Robot Vacuum,2022-07-30,Stopped working too soon.,4,152,South,Home Goods,9204.29
Laptop Stand,2023-08-06,Highly recommend this!,5,115,North,Accessories,2115.96
Air Purifier,2020-03-24,Decent for the price.,3,97,South,Home Goods,5212.64
Robot Vacuum,2023-02-14,Decent for the price.,3,119,North,Home Goods,7066.91
Coffee Maker,2021-12-12,It's okay.,1,276,East,Kitchen,10744.76
Blender,2024-04-06,Quality could be better.,4,127,West,Kitchen,5902.18
Wireless Mouse,2023-05-27,Stopped working too soon.,1,219,North,Accessories,5896.38
Electric Kettle,2024-10-27,Quality could be better.,1,185,South,Kitchen,6334.55
Wireless Mouse,2024-12-11,Stopped working too soon.,2,103,South,Accessories,2695.98
Robot Vacuum,2022-06-19,Bad experience overall.,4,198,East,Home Goods,7256.08
Gaming Chair,2023-01-30,Excellent product!,5,134,South,Furniture,9100.35
Air Purifier,2021-10-18,Excellent product!,5,138,West,Home Goods,4724.09
Electric Kettle,2021-03-31,Quality could be better.,1,102,North,Kitchen,4245.16
Blender,2021-10-20,Excellent product!,4,60,North,Kitchen,1980.15
Laptop Stand,2022-02-11,"Loved it, will buy again.",4,141,North,Accessories,2744.99
Wireless Mouse,2022-03-01,Quality could be better.,2,49,East,Accessories,1206.45
Wireless Mouse,2022-04-30,Amazing performance and value.,2,187,West,Accessories,1885.46
Electric Kettle,2021-06-09,Not worth the price.,4,173,West,Kitchen,8602.58
Smartwatch,2020-09-22,Highly recommend this!,5,77,West,Wearables,2745.19
Smartwatch,2023-08-03,It's okay.,3,66,West,Wearables,1829.81
Smartwatch,2020-05-20,Highly recommend this!,5,202,West,Wearables,6171.12
4K Action Camera,2022-06-13,Not worth the price.,4,151,South,Electronics,15600.55
Gaming Chair,2021-02-09,Bad experience overall.,2,166,North,Furniture,15134.57
Air Purifier,2020-10-19,Quality could be better.,1,167,East,Home Goods,9487.04
Air Purifier,2022-11-20,Amazing performance and value.,5,296,West,Home Goods,16727.03
4K Action Camera,2023-04-09,Highly recommend this!,1,240,West,Electronics,26150.12
Smartwatch,2020-12-20,Nothing special but acceptable.,5,239,East,Wearables,13491.41
Gaming Chair,2020-07-23,"Average product, does the job.",3,266,East,Furniture,17350.26
4K Action Camera,2024-02-10,Stopped working too soon.,1,59,East,Electronics,4868.0
Gaming Chair,2022-09-20,Stopped working too soon.,4,281,North,Furniture,23356.17
Electric Kettle,2020-10-17,Bad experience overall.,3,290,North,Kitchen,8212.0
Gaming Chair,2020-04-20,Highly recommend this!,3,227,West,Furniture,11554.32
4K Action Camera,2022-12-27,Not worth the price.,5,268,East,Electronics,29487.46
Gaming Chair,2024-09-14,Bad experience overall.,1,150,South,Furniture,11411.64
Wireless Mouse,2021-01-07,Not worth the price.,4,34,South,Accessories,350.64
Coffee Maker,2020-07-14,Excellent product!,4,292,East,Kitchen,10794.55
4K Action Camera,2020-05-05,Decent for the price.,5,67,East,Electronics,7254.52
